n_documento,f_documento,f_recepcion,url_documento,usuario_registro,fecha_registro
RESOLUCIÓN DE DIRECCIÓN EJECUTIVA N° 73-2017-FONCODES,2017-04-05,2017-04-05,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/23571cf9-1640-46bf-bf47-9d02f5a58012/RESOLUCI%c3%93N%20DE%20DIRECCI%c3%93N%20EJECUTIVA%20N%c2%b0%2073-2017-FONCODES.pdf,1,2026-03-27
RESOLUCIÓN N° 318-2022-ELPU-GG,2022-11-15,2024-12-26,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/8241efc0-16a1-4e79-9ccc-c35f61e55b33/RESOLUCI%c3%93N%20N%c2%b0%20318-2022-ELPU-GG.pdf,1,2026-03-27
OFICIO N° 396-2025-ELPU-GG,2025-07-03,2025-07-10,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/42a191a4-8f08-4d99-9fa0-3c69f923a714/OFICIO%20N%c2%b0%20396-2025-ELPU-GG.pdf,1,2026-03-27
OFICIO N° 001-2021-GRA-GRPPAT-SGPAT,2021-01-07,2021-09-07,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/9d8fd187-0c28-49df-8049-700823527f55/OFICIO%20N%c2%b0%20001-2021-GRA-GRPPAT-SGPAT.pdf,1,2026-03-27
RESOLUCIÓN JEFATURAL N°094-2020-FONCODES-J,2020-10-16,2020-10-16,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/64fee4a0-2c82-4080-bad6-b5555d64b22f/RESOLUCI%c3%93N%20JEFATURAL%20N%c2%b0094-2020-FONCODES-J.pdf,1,2026-03-27
RESOLUCIÓN GERENCIAL REGIONAL N° 247-2025-GR CUSCO-GERAGRI,2025-06-13,2025-06-27,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/23bc5837-01c1-474c-becd-c582257a03eb/RESOLUCI%c3%93N%20GERENCIAL%20REGIONAL%20N%c2%b0%20247-2025-GR%20CUSCO-GERAGRI.pdf,1,2026-03-27
RESOLUCIÓN DE GERENCIA REGIONAL N° GR-0190-2024,2024-10-24,2025-02-03,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/ac3dc1eb-122f-4c3e-8966-0c8760128ff6/RESOLUCI%c3%93N%20DE%20GERENCIA%20REGIONAL%20N%c2%b0%20GR-0190-2024.pdf,1,2026-03-27
OFICIO N° 047-2026-GRA-GGR,2026-02-03,2026-02-09,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/9cd5b1c0-5801-4a2a-af39-19549a0da639/OFICIO%20N%c2%b0%20047-2026-GRA-GGR.pdf,1,2026-03-27
ENSA-GR-APG-0386-2025,2025-04-10,2025-04-22,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/d978fb1d-2cb0-4b51-9d35-9248ed262817/ENSA-GR-APG-0386-2025.pdf,1,2026-03-27
RESOLUCIÓN DE GERENCIA REGIONAL N° GR-139-2024,2024-11-13,2024-11-13,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/c0ca556f-ee18-465c-8e65-c9bf85c8a8f5/RESOLUCI%c3%93N%20DE%20GERENCIA%20REGIONAL%20N%c2%b0%20GR-139-2024.pdf,1,2026-03-27
OFICIO N°576-2021-GR.APURIMAC-GR,2021-08-19,2021-03-03,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/bea921de-27bf-4da4-86cc-f413d15fc214/OFICIO%20N%c2%b0576-2021-GR.APURIMAC-GR.pdf,1,2026-03-27
OFICIO G-2712-2022,2022-12-27,2023-03-05,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/03aeb41d-8c0b-4e48-b129-e812db122378/OFICIO%20G-2712-2022.pdf,1,2026-03-27
SLD 111-2025,2025-11-27,2026-02-11,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/1c7730bc-c804-4205-be98-dc85aa23e7cd/SLD%20111-2025.pdf,1,2026-03-27
OFICIO N°044-2020-GRA-ORPPOT-OPDI,2020-07-13,2020-03-23,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/aa7a339f-9f51-4027-bb9d-f9cecde392f0/OFICIO%20N%c2%b0044-2020-GRA-ORPPOT-OPDI.pdf,1,2026-03-27
OFICIO N° 001-2025-GRA-OTDTIC,2025-04-04,2025-04-22,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/d841fbe2-4ff4-4cb7-a0fe-60481aa29518/OFICIO%20N%c2%b0%20001-2025-GRA-OTDTIC.pdf,1,2026-03-27
OFICIO N° 0163-2020-G.R.AMAZONADS-GGR,2020-05-19,2020-05-19,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/035d694e-6b97-4d1b-87b3-7336aa48409c/OFICIO%20N%c2%b0%200163-2020-G.R.AMAZONADS-GGR.pdf,1,2026-03-27
OFICIO Nª 000058-2026-GRA-GG-OTIC,2026-03-10,2026-03-10,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/72081062-788f-4fdc-a946-139c69da9f0c/OFICIO%20N%c2%aa%20000058-2026-GRA-GG-OTIC.pdf,1,2026-03-27
RESOLUCIÓN EJECUTIVA REGIONAL N° 493-2021-GRA-GR,2021-12-22,2021-12-22,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/a563e859-fdf3-4186-9418-8ce244136c32/RESOLUCI%c3%93N%20EJECUTIVA%20REGIONAL%20N%c2%b0%20493-2021-GRA-GR.pdf,1,2026-03-27
OFICIO N° 006-2025-GRA-GRAD-SGTII,2025-08-18,2026-02-11,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/f2d70acf-acb8-4e70-b13c-38067f29eff1/OFICIO%20N%c2%b0%20006-2025-GRA-GRAD-SGTII.pdf,1,2026-03-27
RESOLUCIÓN DE GERENCIA GENERAL N° 000127-2025-SALUDPOL-GG,2025-03-12,2025-04-04,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/287ca455-fe28-4bd4-9522-597ce267f6e9/RESOLUCI%c3%93N%20DE%20GERENCIA%20GENERAL%20N%c2%b0%20000127-2025-SALUDPOL-GG.pdf,1,2026-03-27
OFICIO N° D000161-2020-GRC-GR,2020-05-27,2020-03-08,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/daa48f43-2a6a-4555-9771-5b4c8390172d/OFICIO%20N%c2%b0%20D000161-2020-GRC-GR.pdf,1,2026-03-27
OFICIO N° 036-2020-GRA-ORPPOT-OPDI,2020-05-07,2020-05-07,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/d578b8c3-d7a6-44d4-8801-9be0c3e4e11f/OFICIO%20N%c2%b0%20036-2020-GRA-ORPPOT-OPDI.pdf,1,2026-03-27
RESOLUCIÓN JEFATURAL N° 047-2023-SIS-FISSAL-J,2023-06-13,2023-06-13,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/01dba19b-031b-4506-a549-7d7958d6a7e5/RESOLUCI%c3%93N%20JEFATURAL%20N%c2%b0%20047-2023-SIS-FISSAL-J.pdf,1,2026-03-27
OFICIO N° 332 -2024-GOB.REG.HVCA-GR-GGR,2024-05-02,2025-09-16,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/39542bb9-99ab-4b23-a642-23d12304c46c/OFICIO%20N%c2%b0%20332%20-2024-GOB.REG.HVCA-GR-GGR.pdf,1,2026-03-27
OFICIO N° 57-2021-FONDEPES-GG,2021-10-07,2021-11-09,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/9235def4-cd3c-4b3d-b723-ba084fb77ac5/OFICIO%20N%c2%b0%2057-2021-FONDEPES-GG.pdf,1,2026-03-27
OFICIO N° 0010-2020-GRH-GRPPAT-SGDIS,2020-04-24,2020-10-23,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/574dbe7c-e463-4038-a090-6f6b1a428a2d/OFICIO%20N%c2%b0%200010-2020-GRH-GRPPAT-SGDIS.pdf,1,2026-03-27
RESOLUCIÓN JEFATURAL N° 40-2022-FONDEPES-J,2022-05-03,2024-12-27,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/8f1d8caf-aae3-4681-9f20-2f913c2a8132/RESOLUCI%c3%93N%20JEFATURAL%20N%c2%b0%2040-2022-FONDEPES-J.pdf,1,2026-03-27
MEMORANDO N° D24-2022-GR-CAJ-DRTD,2022-12-16,2022-12-16,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/9ec4418e-4bc7-4a5c-be9d-b71589e4fec5/MEMORANDO%20N%c2%b0%20D24-2022-GR-CAJ-DRTD.pdf,1,2026-03-27
RESOLUCIÓN DIRECTORAL N° 000113-2026-UGEL-DM-SL,2026-01-21,2026-02-11,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/b2d6402d-c7e7-4abd-891e-2b3304dc24a9/RESOLUCI%c3%93N%20DIRECTORAL%20N%c2%b0%20000113-2026-UGEL-DM-SL.pdf,1,2026-03-27
RESOLUCIÓN EJECUTIVA REGIONAL N° 543-2024,2024-10-04,2025-08-14,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/432648bb-f0ef-4367-a8e8-8995852729c4/RESOLUCI%c3%93N%20EJECUTIVA%20REGIONAL%20N%c2%b0%20543-2024.pdf,1,2026-03-27
RESOLUCIÓN EJECUTIVA REGIONAL N° 52-2025-GRA-GR,2025-08-18,2025-09-29,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/de8932e0-9241-44a7-92d2-a989b0c4741b/RESOLUCI%c3%93N%20EJECUTIVA%20REGIONAL%20N%c2%b0%2052-2025-GRA-GR.pdf,1,2026-03-27
RESOLUCIÓN GERENCIAL GENERAL REGIONAL N° 144-2022-GR CUSCO-GR,2022-08-17,2022-08-17,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/98602332-905c-4529-bbc6-be3dd2da8a84/RESOLUCI%c3%93N%20GERENCIAL%20GENERAL%20REGIONAL%20N%c2%b0%20144-2022-GR%20CUSCO-GGR.pdf,1,2026-03-27
MEMORANDO N° 145-2024-GOB.REG.HVCA-GRPPyAT-SGDIYTI,2024-05-03,2024-05-03,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/610f2235-5469-43b5-a39f-387aa1f6cf51/MEMORANDO%20N%c2%b0%20145-2024-GOB.REG.HVCA-GRPPyAT-SGDIYTI.pdf,1,2026-03-27
OFICIO N° 0011-2020-GRH-GRPPAT-SGDIS,2020-04-27,2020-04-27,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/a226e548-629a-4033-b70f-38c78307b24a/OFICIO%20N%c2%b0%200011-2020-GRH-GRPPAT-SGDIS.pdf,1,2026-03-27
OFICIO N°942-2021-GRL-GGR-GRPAT,2021-10-12,2021-10-12,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/b0396a6a-6ef6-457a-aa17-ab050462a166/OFICIO%20N%c2%b0942-2021-GRL-GGR-GRPAT.pdf,1,2026-03-27
OFICIO N° 4275-2024-GRL-GGR-GRPPIP,2024-11-18,2024-11-18,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/2bc63a92-55cc-47bc-a2fa-47dba67c0ebe/OFICIO%20N%c2%b0%204275-2024-GRL-GGR-GRPPIP.pdf,1,2026-03-27
RESOLUCIÓN EJECUTIVA REGIONAL N° 243-2021-GRL-GR,2021-08-02,2021-08-02,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/f49ac221-9f7f-4509-abf0-013d25caf741/RESOLUCI%c3%93N%20EJECUTIVA%20REGIONAL%20N%c2%b0%20243-2021-GRL-GR.pdf,1,2026-03-27
OFICIO N.° 297-2025-GORE-ICA/GR,2025-07-04,2025-08-14,Solicitar a Andrea,1,2026-03-27
MEMORANDUM N° 537-2020-GRLL-GOB-GGR,2020-10-15,2020-10-15,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/eb49c612-ef9c-4ea0-a38b-7bcbd0fa758e/MEMORANDUM%20N%c2%b0%20537-2020-GRLL-GOB-GGR.pdf,1,2026-03-27
RESOLUCIÓN EJECUTIVA REGIONAL N° D160-2023-GR.CAJ-GR,2023-03-14,2025-08-14,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/86416434-3f43-4f20-b496-eabb10cc7c81/RESOLUCI%c3%93N%20EJECUTIVA%20REGIONAL%20N%c2%b0%20D160-2023-GR.CAJ-GR.pdf,1,2026-03-27
MEMORANDO N°000026-2024-GR.LAMB-ORPP,2024-03-26,2024-03-26,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/3c034b93-5855-41dd-aeb2-9314a1842da7/MEMORANDO%20N%c2%b0000026-2024-GR.LAMB-ORPP.pdf,1,2026-03-27
RESOLUCIÓN EJECUTIVA REGIONAL N° 203-2024-GR CUSCO.GR,2024-06-06,2025-08-14,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/fc267f4a-b428-4b35-9d6f-cd931031846c/RESOLUCI%c3%93N%20EJECUTIVA%20REGIONAL%20N%c2%b0%20203-2024-GR%20CUSCO.GR.pdf,1,2026-03-27
OFICIO N° 596-2025-GOREMAD-GGR,2025-09-23,2025-10-01,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/eaa48207-3be8-4ee9-b5b2-30b0acfaa3c6/OFICIO%20N%c2%b0%20596-2025-GOREMAD-GGR.pdf,1,2026-03-27
MEMORANDO N°896-2020-GRL-SGRA,2020-10-15,2020-10-15,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/f05c06fe-59ad-4748-9ae6-b39002b16be0/MEMORANDO%20N%c2%b0896-2020-GRL-SGRA.pdf,1,2026-03-27
RESOLUCIÓN EJECUTIVA REGIONAL N° 308-2021-GOBIERNO REGIONAL PIURA-GR,2021-05-14,2021-05-14,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/f40e16f5-b692-401c-a389-1fcc102aba85/RESOLUCI%c3%93N%20EJECUTIVA%20REGIONAL%20N%c2%b0%20308-2021-GOBIERNO%20REGIONAL%20PIURA-GR.pdf,1,2026-03-27
RESOLUCIÓN EJECUTIVA REGIONAL N° 189-2023-GRL-GR,2023-03-01,2023-03-01,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/5a2e8cb8-c665-4bfb-835c-1d8f1e472d6b/RESOLUCI%c3%93N%20EJECUTIVA%20REGIONAL%20N%c2%b0%20189-2023-GRL-GR.pdf,1,2026-03-27
RESOLUCIÓN GERENCIAL GENERAL REGIONAL N° 052-2025-GRL-GGR,2025-02-10,2025-04-04,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/fe081d31-806e-4370-8bfd-3580d18a299e/RESOLUCI%c3%93N%20GERENCIAL%20GENERAL%20REGIONAL%20N%c2%b0%20052-2025-GRL-GGR.pdf,1,2026-03-27
INFORME N°0070-2025-GRH-GRPPAT-SGAT,2025-02-10,2025-02-26,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/6abde07b-0f81-4d35-a9b2-bc370c6848c6/INFORME%20N%c2%b00070-2025-GRH-GRPPAT-SGAT.pdf,1,2026-03-27
RESOLUCIÓN EJECUTIVA REGIONAL N° 178-2025-GORE-ICA-GR,2025-06-30,2025-08-14,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/740f6cf9-f96a-40e0-86e2-78e2d489b939/RESOLUCI%c3%93N%20EJECUTIVA%20REGIONAL%20N%c2%b0%20178-2025-GORE-ICA-GR.pdf,1,2026-03-27
OFICIO N° 17-2025-GRJ-GGR-ORDITI,2025-03-05,2025-03-19,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/3b35e020-a0b5-4ccb-9c8a-e283f3ab33c6/OFICIO%20N%c2%b0%2017-2025-GRJ-GGR-ORDITI.pdf,1,2026-03-27
OFICIO N° 044-2025-GOB.REG.TUMBES.GRPPAT-SGAT-SG,2025-02-17,2025-02-26,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/21556c68-d91c-4f3b-a6b5-296f6d22437b/OFICIO%20N%c2%b0%20044-2025-GOB.REG.TUMBES.GRPPAT-SGAT-SG.pdf,1,2026-03-27
RESOLUCIÓN EJECUTIVA REGIONAL N° 150-2020-GOREMAD-GR,2020-07-14,2025-08-21,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/66ef0e57-332d-4847-862b-9a18b62cb5d0/RESOLUCI%c3%93N%20EJECUTIVA%20REGIONAL%20N%c2%b0%20150-2020-GOREMAD-GR.pdf,1,2026-03-27
OFICIO N° 053-2020-GRM-GGR,2020-05-31,2020-05-31,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/4fdf70c1-67ca-47d8-938d-39b993d23485/OFICIO%20N%c2%b0%20053-2020-GRM-GGR.pdf,1,2026-03-27
OFICIO N° 0094 - 2020-GRLL-GRA-SGTI,2020-04-02,2020-05-27,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/ba49a17e-e416-43bb-bad1-e6bf0239355a/OFICIO%20N%c2%b0%200094%20-%202020-GRLL-GRA-SGTI.pdf,1,2026-03-27
OFICIO N° 116-2025-GRU-GR-GGR,2025-02-17,2025-02-21,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/395a9698-efbd-49f9-a522-51ecd8951463/OFICIO%20N%c2%b0%20116-2025-GRU-GR-GGR.pdf,1,2026-03-27
RESOLUCIÓN EJECUTIVA REGIONAL N° 000565-2025-GRLL-GOB,2025-09-23,2025-11-06,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/edc0ed71-974f-4376-b5b4-d4841f18a812/RESOLUCI%c3%93N%20EJECUTIVA%20REGIONAL%20N%c2%b0%20000565-2025-GRLL-GOB.pdf,1,2026-03-27
RESOLUCIÓN GERENCIAL GENERAL REGIONAL N° 000579-2025-GR-LAMB-GGR,2025-08-13,2025-09-29,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/cb5ae7f5-3fc9-430a-aa43-647518dc4cfc/RESOLUCI%c3%93N%20GERENCIAL%20GENERAL%20REGIONAL%20N%c2%b0%20000579-2025-GR-LAMB-GGR.pdf,1,2026-03-27
OFICIO N°084-2020-GRC-GGR,2020-12-09,2021-03-18,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/c5c211fd-b3f1-40ef-a0b3-e3972dce37bf/OFICIO%20N%c2%b0084-2020-GRC-GGR.jpeg,1,2026-03-27
MEMORANDO N°12-2024-GRS-OTI,2024-11-28,2025-08-21,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/25e2d9e5-37d9-4255-a640-a0b352635aaf/MEMORANDO%20N%c2%b012-2024-GRS-OTI.pdf,1,2026-03-27
RESOLUCIÓN EJECUTIVA REGIONAL N° 302-2025-GR-GOB.REG.TACNA,2025-07-03,2025-08-14,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/603a6d89-e603-4084-87f1-160eec2ae550/RESOLUCI%c3%93N%20EJECUTIVA%20REGIONAL%20N%c2%b0%20302-2025-GR-GOB.REG.TACNA.pdf,1,2026-03-27
OFICIO N° 100 - 2020-GRL-SGRA-OI,2020-05-20,2020-03-23,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/d62fc726-9e5f-4559-b706-9d2605b5e5de/OFICIO%20N%c2%b0%20100%20-%202020-GRL-SGRA-OI.pdf,1,2026-03-27
RESOLUCIÓN EJECUTIVA REGIONAL N° 0195-2020-GRU-GR,2020-06-16,2025-08-21,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/11b35540-03f0-42ca-8a74-f37091760d3e/RESOLUCI%c3%93N%20EJECUTIVA%20REGIONAL%20N%c2%b0%200195-2020-GRU-GR.pdf,1,2026-03-27
OFICIO N° 270-2020-REGIÓN CALLAO-GGR,2020-06-30,2025-08-21,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/a7ed4f63-7209-47c1-a3fa-fdaf48c4e7da/OFICIO%20N%c2%b0%20270-2020-REGI%c3%93N%20CALLAO-GGR.pdf,1,2026-03-27
OFICIO N° 022-2025-GRL-GGR,2025-02-06,2025-02-06,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/b7230c5c-bfad-4ae5-aefa-57781288ce8e/OFICIO%20N%c2%b0%20022-2025-GRL-GGR.pdf,1,2026-03-27
OFICIO N° 1546-2025-IMARPE-PE,2025-09-08,2025-09-12,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/8224a097-b209-4e2c-9df1-b98c931a1acc/OFICIO%20N%c2%b0%201546-2025-IMARPE-PE.pdf,1,2026-03-27
OFICIO N° 0930-2025-GRP-GGR-GRPPAT,2025-09-09,2026-01-07,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/73c2072e-4768-4778-a0a3-6e16c5d1302b/OFICIO%20N%c2%b0%200930-2025-GRP-GGR-GRPPAT.pdf,1,2026-03-27
RESOLUCIÓN EJECUTIVA REGIONAL N° 298-2025-GR PUNO-GR,2025-09-19,2025-09-29,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/f762942c-7e15-4a6f-9d38-0753f13b3694/RESOLUCI%c3%93N%20EJECUTIVA%20REGIONAL%20N%c2%b0%20298-2025-GR%20PUNO-GR.pdf,1,2026-03-27
OFICIO N° 0001-2022-INGEMMET-CGD,2022-06-28,2022-06-28,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/73805189-fb90-4805-977c-5b5e91ed362d/OFICIO%20N%c2%b0%200001-2022-INGEMMET-CGD.pdf,1,2026-03-27
RESOLUCIÓN DE PRESIDENCIA N° 123-2020-INGEMMET-PE,2020-12-31,2020-12-31,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/6134f5b0-ea5e-4dc7-b386-17704b06314e/RESOLUCI%c3%93N%20DE%20PRESIDENCIA%20N%c2%b0%20123-2020-INGEMMET-PE.pdf,1,2026-03-27
RESOLUCIÓN DE PRESIDENCIA N° 056-2017-INGEMMET-PCD,2017-03-28,2017-03-28,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/5c35cad4-1e1a-41d0-b32d-aca36334bf36/RESOLUCI%c3%93N%20DE%20PRESIDENCIA%20N%c2%b0%20056-2017-INGEMMET-PCD.pdf,1,2026-03-27
OFICIO N° 0002-2022-INGEMMET-CGD,2022-08-18,2022-08-18,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/c7d19165-9529-4c65-a0bc-f442676a88fe/OFICIO%20N%c2%b0%200002-2022-INGEMMET-CGD.pdf,1,2026-03-27
RESOLUCIÓN DE PRESIDENCIA N° 000038-2022-INGEMMET-PE,2022-05-12,2022-05-12,,1,2026-03-27
OFICIO N° 0051-2020-GRSM-GR,2020-03-10,2020-12-22,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/6ffd8a4a-867c-4144-9838-d9493c2655c1/OFICIO%20N%c2%b0%200051-2020-GRSM-GR.pdf,1,2026-03-27
RESOLUCIÓN N° 029-2022-AMAG-CD-P,2022-05-20,2022-05-20,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/608ebd28-6050-45c9-9971-b80c72f847cd/RESOLUCI%c3%93N%20N%c2%b0%20029-2022-AMAG-CD-P.pdf,1,2026-03-27
RESOLUCIÓN EJECUTIVA REGIONAL N° 281-2025-GR-GOB.REG.TACNA,2025-06-24,2025-06-27,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/157aea73-6ce5-4448-b3b4-0eef1d3581cb/RESOLUCI%c3%93N%20EJECUTIVA%20REGIONAL%20N%c2%b0%20281-2025-GR-GOB.REG.TACNA.pdf,1,2026-03-27
RESOLUCIÓN JEFATURAL N° 388-2020-J-INEI,2020-12-16,2020-12-16,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/b7b0caaa-71c3-41b0-944b-86eab4b3f570/RESOLUCI%c3%93N%20JEFATURAL%20N%c2%b0%20388-2020-J-INEI.pdf,1,2026-03-27
RESOLUCIÓN DIRECTORAL N° 020-2024-GRC-HRC-DE,2024-03-18,2024-03-18,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/4d17f751-ee41-4669-9949-63e65bbab23d/RESOLUCI%c3%93N%20DIRECTORAL%20N%c2%b0%20020-2024-GRC-HRC-DE.pdf,1,2026-03-27
OFICIO N° 139-2020-GOBIERNO REGIONAL TUMBES-GGR-GRPPAT,2020-06-23,2020-05-27,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/555f4e08-4611-4865-b336-87a30e925ffa/OFICIO%20N%c2%b0%20139-2020-GOBIERNO%20REGIONAL%20TUMBES-GGR-GRPPAT.pdf,1,2026-03-27
RESOLUCIÓN DIRECTORAL N° 214-2022-HNAL-D,2022-08-29,2022-08-29,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/4003199a-3287-4ae8-a889-7f4e05967575/RESOLUCI%c3%93N%20DIRECTORAL%20N%c2%b0%20214-2022-HNAL-D.pdf,1,2026-03-27
RESOLUCIÓN DE PRESIDENCIA EJECUTIVA N° 039-2020-INAIGEM-GG,2020-12-07,2020-12-07,https://repositorio.pngd.gob.pe/share/proxy/alfresco/slingshot/node/content/workspace/SpacesStore/c076c84a-2196-47e3-ae8a-9e62a88be64a/RESOLUCI%c3%93N%20DE%20PRESIDENCIA%20EJECUTIVA%20N%c2%b0%20039-2020-INAIGEM-GG.pdf,1,2026-03-27
